id,user_id,dept_id,site_id,cat_id,root_cause,type,severity_level,status,media_status,details,loc_lat,loc_long,loc_geohash,occurred_at,created_at,resolved_at,escalated_at,who_resolved,who_escalated,resolved_by_admin,is_deleted,preventative_actions,hour_of_day,day_of_week,month,days_since_occurred
fb93d3ed-cb14-4650-a179-68ff51b3654f,b69cddc8-1711-4cee-ba3e-e76791d3e192,DEPT-011,SITE-009,Electrical Hazard,Fatigue,near_miss,medium,Resolved,no,Young you tend always hundred worry condition eight.,-83.036285,-157.154943,eyvkesj,2025-01-06T13:03:49.246119,2025-01-06T13:03:49.246119,2025-01-08T20:03:49.246119,,2c4abdb2-a95b-458f-87e2-ae1c76820073,,True,False,Under check dog fine capital yourself bag television lot memory increase.,13,0,1,526
8196d7fe-8bb1-4121-b20f-200cc6740281,239d4d84-66fd-417c-bdc1-853f73805229,DEPT-011,SITE-010,Equipment Failure,Inadequate Training,observation,low,Resolved,no,Range baby tax less close traditional war different music station black fight where.,-66.618942,-117.957618,tbqm54y,2025-12-27T13:03:49.246119,2025-12-27T13:03:49.246119,2025-12-29T12:03:49.246119,,dc1390fb-3bf7-429d-86ae-49377d5366d8,,False,False,Crime else card recent as seek subject large around board education clear tree.,13,5,12,171
ff9ac67b-afbd-43fd-a0b6-e947a625f08a,46ea5bf4-942f-482f-be03-e9b4f0deaf2e,DEPT-002,SITE-003,Fire Safety,Fatigue,unsafe_act,medium,Resolved,no,Threat great against finish other human no game training art indeed arm usually own task.,-81.341316,164.827897,nkw27nu,2024-07-07T13:03:49.246119,2024-07-07T13:03:49.246119,2024-07-09T13:03:49.246119,,aca6b326-eb79-4529-883f-ee276dbb94fe,,False,False,Against sometimes skin rate safe ok sort.,13,6,7,709
0fe47553-4512-4e7e-98ce-d906ce978756,5ec55e0e-dd3f-4ee7-8846-acf69a952a8a,DEPT-017,SITE-004,Ergonomics,Inadequate Training,unsafe_act,high,Pending,no,Best officer manage rest close someone task however view morning everything black.,-62.087832,-168.766350,nj539vh,2025-07-18T13:03:49.246119,2025-07-18T13:03:49.246119,,,,,False,False,,13,4,7,333
59c8f2cc-bf27-4ab5-8b3c-e234ac123298,7c49c4cd-8524-4618-9977-4a3400e721c2,DEPT-015,SITE-005,Slip and Fall,Equipment Malfunction,property_damage,high,Resolved,success,Success culture child tree town born happen now someone pretty everyone seat believe order.,4.440460,94.027258,40chr5c,2024-09-20T13:03:49.246119,2024-09-20T13:03:49.246119,2024-09-22T18:03:49.246119,,a1aa066f-2a84-42de-834c-f746f9e4861c,,True,False,Girl build think manage sign list will likely.,13,4,9,634
34addb39-d242-4e0b-9402-7d8c78aea170,4a260560-0ae2-4e61-99c6-d06b45a406e6,DEPT-007,SITE-002,Chemical Exposure,Design Flaw,unsafe_act,low,Resolved,success,Nothing time firm carry allow fight result arm.,72.808656,-81.648211,mwnnm1r,2024-12-25T13:03:49.246119,2024-12-25T13:03:49.246119,2024-12-26T15:03:49.246119,,ab6510df-ab7f-4050-9c32-5ddf183fd45f,,False,False,Phone green reveal long degree realize same.,13,2,12,538
a66e3228-607d-4752-920b-765440f75c22,74314e57-6847-4e06-a457-4cea038954fa,DEPT-018,SITE-003,Environmental,Equipment Malfunction,property_damage,medium,Resolved,yes,Item compare determine station professor among piece lead.,26.536912,-137.003976,dqp55cf,2025-10-09T13:03:49.246119,2025-10-09T13:03:49.246119,2025-10-12T02:03:49.246119,,b128d942-22ae-4327-aa11-afaaaa856a8b,,True,False,Provide tonight much forget price score quickly reveal happy.,13,3,10,250
503a4e66-8d5b-4181-8555-d8f03a1808a1,b7097a8e-b64f-4e52-9ac1-8ba6c5210311,DEPT-020,SITE-002,Fire Safety,Equipment Malfunction,incident,medium,Resolved,success,Foreign finally job fight present type country today last behind.,11.941913,-161.347499,dp731vq,2024-11-18T13:03:49.246119,2024-11-18T13:03:49.246119,2024-11-21T00:03:49.246119,,2e10c991-3e54-444c-ba7e-982a4c0aa549,,False,False,Industry popular pattern into visit sea me the boy we way mission can.,13,0,11,575
186c42fa-8d4f-458c-9bbe-40ecd1050530,47bbf293-8979-473c-9fda-24d4eaf13444,DEPT-007,SITE-010,Environmental,Design Flaw,injury,medium,Resolved,yes,Tell situation my bring research position think apply husband new expert fill.,27.037708,-119.354370,yxb5kkm,2025-02-21T13:03:49.246119,2025-02-21T13:03:49.246119,2025-02-22T13:03:49.246119,,26303e11-d08b-4cce-bf2f-4bfd89caea58,,False,False,Usually answer pattern southern support step how next let often family sign.,13,4,2,480
6dd09a42-5939-4a5e-b761-d257524d3581,03db5caa-1f77-4ad2-89bb-acda76042e31,DEPT-008,SITE-009,Chemical Exposure,Poor Housekeeping,near_miss,medium,Resolved,yes,Market long table home will about who church actually.,-53.759358,94.533229,75nq7kw,2026-03-05T13:03:49.246119,2026-03-05T13:03:49.246119,2026-03-06T08:03:49.246119,,f9bd9f3d-ddab-4a1a-bf43-7049c8b07f6c,,True,False,Official author economic community free quite very task a.,13,3,3,103
568c1e72-4162-4352-b4c1-db59a1867e98,eaf0dc2c-659c-42a1-b188-73a7c90a21c2,DEPT-016,SITE-004,Environmental,Design Flaw,property_damage,medium,Pending,success,Parent behind attack cup natural everything establish notice answer there we his.,-20.735156,114.782842,t9yk88t,2025-08-05T13:03:49.246119,2025-08-05T13:03:49.246119,,,,,False,False,,13,1,8,315
5fa08057-ac23-4e9e-b204-a154a2e832d7,e67e807f-04cf-4584-8f9c-f18883e327d5,DEPT-019,SITE-003,Environmental,Human Error,property_damage,medium,Resolved,success,Open institution father all guy indicate yet eat bring collection executive.,18.132687,-113.853607,5bpmsxr,2026-02-17T13:03:49.246119,2026-02-17T13:03:49.246119,2026-02-17T22:03:49.246119,,ba8377d6-ff8a-4cb3-9a21-bc6c2dfcf184,,True,False,Stop professor red treat job paper.,13,1,2,119
9006a9d8-028f-43c4-abb7-8b2b680bc50b,83d75a78-3696-489d-81ba-06045abb5ee2,DEPT-001,SITE-002,Slip and Fall,Human Error,injury,medium,Escalated,failed,Some easy establish quite trade easy production cultural specific make lead article allow job.,-89.895521,-15.518128,dtvj5w8,2025-07-17T13:03:49.246119,2025-07-17T13:03:49.246119,,2025-07-17T19:03:49.246119,,1086e2d9-e55e-4e82-973a-972166e98324,False,False,,13,3,7,334
104a49e3-1d6c-49d0-814c-91d54f55ec76,a7864a45-d228-433e-a029-48de65a2a97a,DEPT-007,SITE-006,Environmental,Equipment Malfunction,property_damage,high,Resolved,success,Choose down language parent cup loss as subject collection hot.,-74.890460,-62.969112,c7jxtxt,2024-07-14T13:03:49.246119,2024-07-14T13:03:49.246119,2024-07-17T07:03:49.246119,,6cfba1af-4697-4bc5-b660-c542ac0ef71e,,False,False,Forget better indeed run anyone value.,13,6,7,702
b246ace6-5793-4ae8-adbb-79597cad0931,e03003bc-84da-4947-b240-25ab4fc5a8b1,DEPT-019,SITE-010,Security Breach,Poor Housekeeping,unsafe_act,low,Resolved,no,Visit generation yourself idea generation whom watch admit traditional more feel Democrat.,15.944607,-3.326308,fcvyvkx,2025-11-22T13:03:49.246119,2025-11-22T13:03:49.246119,2025-11-23T04:03:49.246119,,57e3df09-9b56-4e9b-b9d3-294b32c12f0e,,True,False,As eye suffer culture financial its in across thus sing why.,13,5,11,206
5c747769-f10b-482a-bc2e-5d2862b28eeb,ef2c4d28-8903-4cc4-af8f-91a53d9245ae,DEPT-003,SITE-005,Ergonomics,Poor Housekeeping,observation,low,Pending,success,Conference today score health together senior feel candidate current.,-83.100988,-82.592171,gnr6m60,2026-01-15T13:03:49.246119,2026-01-15T13:03:49.246119,,,,,False,False,,13,3,1,152
6d143b64-ebc8-4acc-ad1f-379e3eec058f,3681562c-dd13-4ae5-a661-ee1d57d70cfa,DEPT-002,SITE-003,Chemical Exposure,Human Error,unsafe_condition,low,Resolved,no,Least if represent power front health after condition front at meeting individual task value level financial.,0.753527,40.754252,35vxyes,2026-03-24T13:03:49.246119,2026-03-24T13:03:49.246119,2026-03-25T09:03:49.246119,,4ea22796-9c2d-45a9-a94e-4d695b0ffbcf,,True,False,Scene skill today some area law feeling range hundred two similar.,13,1,3,84
0d0652df-5ce9-47af-9fc5-b1f63529bd90,f7283a90-a7ff-4095-8800-31483070981f,DEPT-005,SITE-003,Security Breach,Inadequate Training,unsafe_act,medium,Resolved,no,Not buy stage not until day play cause huge always power research else development enter.,54.864055,166.373435,m14brhf,2024-10-04T13:03:49.246119,2024-10-04T13:03:49.246119,2024-10-05T05:03:49.246119,,db4b0496-b6f2-4fef-82d2-0d30ae312fc4,,True,False,Discussion health force go score skin expect question.,13,4,10,620
ab1b17c2-e98a-4b9f-9f95-3e9641f100b7,01df8745-c624-4cc0-a570-455ae791bf24,DEPT-001,SITE-003,Ergonomics,Equipment Malfunction,property_damage,low,Resolved,success,Go remember present itself air set game president.,53.248394,91.704829,s3s939t,2025-11-09T13:03:49.246119,2025-11-09T13:03:49.246119,2025-11-11T04:03:49.246119,,6abdb1ed-4d50-4f8d-a3a9-a966fb8a3dfb,,False,False,For agency walk character let board building million film store total lawyer prevent.,13,6,11,219
c7ac2b41-e119-4392-a779-4ceb216e5de8,53e826a9-c427-4a86-92b3-e94c2c2f90a1,DEPT-005,SITE-010,Ergonomics,Environmental Factor,injury,medium,Resolved,no,Last political face tough partner partner wait security thousand.,55.370852,-89.827130,4ukqcyr,2024-12-26T13:03:49.246119,2024-12-26T13:03:49.246119,2024-12-28T14:03:49.246119,,93bfea5c-e39b-4952-883e-c1ea47740c02,,False,False,Finish rather material safe interesting least where less seek.,13,3,12,537
ad9b32e8-64df-48e2-a43f-f77ceee44e27,a1c266d5-1bde-4c2d-bdc0-09deaded6f1e,DEPT-019,SITE-008,Ergonomics,Human Error,unsafe_act,low,Resolved,success,Crime probably young guy night beat require during dream part all too low threat.,-12.450040,50.777979,7f46xjj,2024-08-15T13:03:49.246119,2024-08-15T13:03:49.246119,2024-08-16T02:03:49.246119,,0acf0f1b-40fb-4e6d-993e-4d13e18f9b28,,False,False,Station interest goal sound pay something business study their represent.,13,3,8,670
4fb22ff9-cdf9-44bb-8727-f79d9d690d9a,239d4d84-66fd-417c-bdc1-853f73805229,DEPT-016,SITE-001,Electrical Hazard,Human Error,observation,low,Pending,success,Film education this anything throw seven somebody establish nature show media explain.,-62.109398,127.002501,3mgj85m,2026-02-03T13:03:49.246119,2026-02-03T13:03:49.246119,,,,,False,False,,13,1,2,133
bd721d01-8080-4733-a589-44eda5831d24,a6060337-81ac-43aa-bf6c-04a4aaaf9f5c,DEPT-010,SITE-009,Slip and Fall,Human Error,injury,medium,Resolved,no,Whole apply ask rather side section hope possible guess office left alone base moment difference.,-69.307068,64.065547,b8vupn7,2026-03-21T13:03:49.246119,2026-03-21T13:03:49.246119,2026-03-22T03:03:49.246119,,7afdbbfa-1411-4066-ac70-e7762151c35c,,False,False,Your edge other organization guess thank instead church page data last.,13,5,3,87
810e96f9-28e4-41a7-8f76-84c31f6a3c94,43699c70-d75b-4bb9-b03f-7b07fe444d4d,DEPT-019,SITE-008,Security Breach,Communication Failure,incident,medium,Pending,success,Source prove support have movement drop class daughter such section black us cup.,57.381612,-144.283328,etmcksc,2026-05-14T13:03:49.246119,2026-05-14T13:03:49.246119,,,,,True,False,,13,3,5,33
e7088fe2-d450-4b52-8e86-35a3be236b6a,c64f2f02-ff57-4d57-b60f-1fd65e18cbed,DEPT-009,SITE-008,Electrical Hazard,Fatigue,observation,medium,Resolved,success,With when evidence key land dog blue war research such.,-54.185978,156.184467,3jsth10,2025-12-22T13:03:49.246119,2025-12-22T13:03:49.246119,2025-12-22T14:03:49.246119,,5d95e5c7-9392-4ba9-80f2-1dc23a56c359,,False,False,Travel history work environment answer black billion ahead member fire along finish.,13,0,12,176
1bc7f5da-b3dd-4dc4-a8ed-000f609ddcad,f7283a90-a7ff-4095-8800-31483070981f,DEPT-014,SITE-009,Chemical Exposure,Inadequate Training,observation,low,Pending,no,Left station sell success find easy set light never goal above look large entire long positive.,-73.005332,96.772502,jhtpf40,2025-04-20T13:03:49.246119,2025-04-20T13:03:49.246119,,,,,False,False,,13,6,4,422
d0e8cb5b-2c54-4911-a84d-a621c52bbf27,fb81ed98-5384-43ec-8476-fa5d0773663f,DEPT-008,SITE-001,Security Breach,Inadequate Training,incident,low,Pending,success,Rock however vote southern gun me idea kitchen simply.,27.195534,87.238685,qbzu9zy,2024-06-25T13:03:49.246119,2024-06-25T13:03:49.246119,,,,,False,False,,13,1,6,721
853e2588-d9dc-4f9e-827a-09790b00e609,bc9d3639-bd67-4e03-af9b-800bef91a992,DEPT-018,SITE-009,Security Breach,Human Error,near_miss,low,Resolved,no,Pattern large vote network fire financial Congress wall though large lot only above find professional nature.,51.822310,87.863847,fqmg6jb,2025-05-02T13:03:49.246119,2025-05-02T13:03:49.246119,2025-05-04T11:03:49.246119,,efd6298a-003d-4545-afa1-dd45398d49e2,,False,False,Grow indeed great dinner certain teach fire white your discussion forward mention live.,13,4,5,410
aeba5b36-ea98-47d2-bd43-7fa34a1418c7,c64f2f02-ff57-4d57-b60f-1fd65e18cbed,DEPT-014,SITE-007,Environmental,Communication Failure,observation,low,Pending,success,Yard drug even candidate few individual any while sense think laugh voice century.,87.924448,-163.291319,u2khuqg,2025-11-23T13:03:49.246119,2025-11-23T13:03:49.246119,,,,,True,False,,13,6,11,205
2035c3f8-5c64-4983-8dea-7f59adc08de3,344f2772-7c6e-42e6-bfce-ab696d34e9d4,DEPT-004,SITE-001,Fire Safety,Design Flaw,incident,medium,Pending,failed,Dinner light increase road foot force within where energy activity effect remain physical wear interest he.,11.828472,46.105908,kp380nk,2025-04-30T13:03:49.246119,2025-04-30T13:03:49.246119,,,,,False,False,,13,2,4,412
f9bae0be-5fb9-4717-a731-10b255b01b34,a7864a45-d228-433e-a029-48de65a2a97a,DEPT-011,SITE-004,Equipment Failure,Inadequate Training,property_damage,high,Resolved,success,Now factor determine positive ground a order better second care.,5.175858,81.946389,b58m1kn,2026-04-08T13:03:49.246119,2026-04-08T13:03:49.246119,2026-04-08T22:03:49.246119,,0d90901e-9231-4891-aa8b-f50395c1d3ef,,False,False,Air short instead recently star necessary.,13,2,4,69
eed42e9b-4f50-4ead-b1ff-6cb2ce2edb43,4842b65a-dc62-40a3-afd1-fbbb416f9ca1,DEPT-007,SITE-008,Slip and Fall,Poor Housekeeping,unsafe_condition,medium,Resolved,no,Recent price century including would news base hit house staff herself stand every born.,69.433520,41.933393,pudj9ed,2025-05-08T13:03:49.246119,2025-05-08T13:03:49.246119,2025-05-10T22:03:49.246119,,75c50708-13a5-49bc-b3a4-87e7dbd48d63,,True,False,Magazine worker blood develop prove support wind generation risk trouble factor author.,13,3,5,404
9424bdf7-8570-4923-abe8-ab80f14f49c3,c64f2f02-ff57-4d57-b60f-1fd65e18cbed,DEPT-006,SITE-006,Equipment Failure,Equipment Malfunction,near_miss,low,Pending,no,Bit social than meeting see perform history strong provide major pull chair.,-81.984416,-160.557095,5rypmkx,2025-02-05T13:03:49.246119,2025-02-05T13:03:49.246119,,,,,False,False,,13,2,2,496
79c46a47-bd7c-45e6-89b5-194766ccfc60,931954b2-bec9-4cd6-8901-b0819a30d4ff,DEPT-005,SITE-001,Security Breach,Fatigue,unsafe_condition,low,Resolved,no,Night foreign job thing daughter reach grow no low great believe read produce speech.,57.200300,-63.798055,1fwv3eu,2026-06-01T13:03:49.246119,2026-06-01T13:03:49.246119,2026-06-04T01:03:49.246119,,020aa1d6-57af-4b5f-beb1-d1b7257f7d31,,False,False,Might him evening everything discuss another country month top community nature my.,13,0,6,15
0e58b07b-6cb2-4126-b738-741094c4fcc1,38511205-80ab-4ed8-92d5-8fb2dbe6413a,DEPT-020,SITE-010,Chemical Exposure,Human Error,injury,high,Resolved,yes,Every piece experience they of may end check listen public rest care catch.,58.075425,128.666478,wsf43zy,2026-05-19T13:03:49.246119,2026-05-19T13:03:49.246119,2026-05-22T06:03:49.246119,,514f86b3-ce6e-4ddb-87ce-aec36790284b,,False,False,Mouth civil point sure he risk statement scientist sea student woman.,13,1,5,28
82c284de-2e46-4684-974c-b327b96511f4,ae9f012f-931b-4d2f-a5a6-e84b20109496,DEPT-003,SITE-009,Fire Safety,Design Flaw,property_damage,high,Escalated,failed,Up know no pretty of base even receive.,41.264502,162.572205,94sfwch,2025-01-17T13:03:49.246119,2025-01-17T13:03:49.246119,,2025-01-17T18:03:49.246119,,36003916-de56-4482-87d7-a2a891f28939,False,False,,13,4,1,515
4a69862a-fb06-411f-b966-c8ad8bbb248f,c676dfeb-0d61-465e-8b8c-0d42a354bc0b,DEPT-001,SITE-005,Electrical Hazard,Human Error,property_damage,high,Resolved,failed,Less senior make identify senior front arm he prevent floor.,49.055017,-30.445519,ebpu56k,2025-03-23T13:03:49.246119,2025-03-23T13:03:49.246119,2025-03-23T19:03:49.246119,,2efd3b9c-dfd0-46df-8437-6aefb2af155b,,True,False,Book identify one position place account.,13,6,3,450
715d9e84-6d60-43f0-a044-f254f05c44fc,c0909306-12c9-40d2-8515-1bf9fbd222db,DEPT-019,SITE-005,Environmental,Poor Housekeeping,unsafe_condition,medium,Resolved,success,Rock reason war myself according out share central respond upon.,-51.513018,12.325379,jhfskzx,2026-03-15T13:03:49.246119,2026-03-15T13:03:49.246119,2026-03-17T20:03:49.246119,,572666cd-4476-4db8-b4ba-42ffe9902c24,,False,False,Even account time before per election option whole soldier blood.,13,6,3,93
73539a76-fb9a-48d3-aee6-ac904a03a1ef,239d4d84-66fd-417c-bdc1-853f73805229,DEPT-003,SITE-010,Chemical Exposure,Equipment Malfunction,injury,medium,Resolved,yes,Price sing staff worker lose forget matter.,47.167030,74.621784,c1wn59w,2026-04-26T13:03:49.246119,2026-04-26T13:03:49.246119,2026-04-27T04:03:49.246119,,b016f496-c031-4240-8905-ae84f204dc6b,,False,False,Last space down organization clearly small around inside we bar.,13,6,4,51
eaa992ae-bdbd-4a7f-9a4c-396263a673ec,79fa5513-23c7-4446-ad36-00a25175dcfb,DEPT-013,SITE-003,Environmental,Inadequate Training,property_damage,medium,Resolved,no,Community thank dream morning without two still want my clear wide.,69.541914,61.907806,wxq9md7,2025-10-30T13:03:49.246119,2025-10-30T13:03:49.246119,2025-10-30T19:03:49.246119,,e326ebc0-35a5-4162-a17f-9ad0a83d3ebb,,True,False,Support theory during life score see which water bad research.,13,3,10,229
411bbeab-7ea9-4a15-9b25-2d2e97bec67e,ffe4a249-c8fe-4881-a3ab-a2f26a43fc34,DEPT-005,SITE-009,Chemical Exposure,Equipment Malfunction,property_damage,low,Resolved,success,Black black discover thus blood toward place data many any side system why.,-18.515682,-153.735144,d5xk7n8,2025-04-03T13:03:49.246119,2025-04-03T13:03:49.246119,2025-04-04T03:03:49.246119,,e2657ec2-88a5-4b61-b635-e8f1f423b773,,False,False,Pull cell parent daughter leave end serious clearly conference black material one.,13,3,4,439
65ebcc52-4bca-40a0-a4b7-ad95ec763549,4fbd17fe-ad79-4919-a63d-1b471aedb3fe,DEPT-018,SITE-009,Equipment Failure,Inadequate Training,unsafe_act,high,Escalated,success,Section age lawyer agree someone cause full open.,-27.630009,-161.910690,1ezd4zh,2025-01-18T13:03:49.246119,2025-01-18T13:03:49.246119,,2025-01-18T23:03:49.246119,,37e6f54e-0592-488b-a80e-f5f6ea70403f,False,False,,13,5,1,514
8e7579c4-aa56-48f5-a9d6-6be70ba705a2,85b23a5c-4bbb-45d9-8189-a3283ec3a589,DEPT-004,SITE-010,Chemical Exposure,Equipment Malfunction,unsafe_act,low,Resolved,no,Between rate however security pay where growth explain thing people energy watch analysis lay per level.,86.680581,-26.637338,csmuzvq,2025-04-07T13:03:49.246119,2025-04-07T13:03:49.246119,2025-04-08T21:03:49.246119,,41f0633b-08af-43e6-b121-0f78c8145909,,True,False,Manage risk practice address yard almost trial get year week push however civil.,13,0,4,435
c0fb1b7b-c2d6-4628-8f1b-75fdaaafc8b4,e9f7bd01-b412-4e57-96e9-d37652d75103,DEPT-009,SITE-006,Slip and Fall,Human Error,near_miss,medium,Resolved,no,Form sit try bed night thousand institution hold future wish arm live ok analysis.,-86.639096,39.613768,3bu05x8,2025-02-15T13:03:49.246119,2025-02-15T13:03:49.246119,2025-02-18T07:03:49.246119,,0c6bc1ce-1408-4c2b-9f8f-04e9e59f61f6,,False,False,Child religious various reduce effort know example effort later.,13,5,2,486
bdc25895-3bdc-4e5c-af62-be0921f20342,8ae4708a-5f9a-45f8-96ff-814b4d351667,DEPT-010,SITE-005,Fire Safety,Fatigue,near_miss,low,Pending,no,Despite method successful international kind like part control trouble our forget visit low left week.,3.067884,83.657157,tevgrwx,2025-09-21T13:03:49.246119,2025-09-21T13:03:49.246119,,,,,True,False,,13,6,9,268
6269dec3-28b0-485b-a36f-801476b46693,fb81ed98-5384-43ec-8476-fa5d0773663f,DEPT-001,SITE-007,Fire Safety,Inadequate Training,property_damage,high,Resolved,success,Position pass public part fund always phone production recent since pay give peace.,13.704224,-138.320139,48fev37,2026-02-07T13:03:49.246119,2026-02-07T13:03:49.246119,2026-02-10T12:03:49.246119,,37dc6c01-8f31-4f67-809e-ae9aac89de6d,,False,False,Keep education treatment before wish charge glass history pattern production.,13,5,2,129
85ac9231-fe9d-4a30-bfbe-eed9c20a5f61,4b91b408-d616-46cc-9c1a-f392e89b59fc,DEPT-019,SITE-007,Slip and Fall,Poor Housekeeping,near_miss,medium,Escalated,no,Them day phone give contain cell us prove.,-26.133986,-96.131324,j9hkqvb,2025-05-09T13:03:49.246119,2025-05-09T13:03:49.246119,,2025-05-09T23:03:49.246119,,44765ac7-fe98-4abb-bd9f-0270a9c3769f,False,False,,13,4,5,403
b1e4d2fd-ea6d-42e5-8626-9ad6071911df,7be91d26-5f1a-490e-ac48-0d6e35e6043c,DEPT-016,SITE-006,Electrical Hazard,Human Error,incident,low,Pending,no,Down carry team miss thousand memory base serve poor child state reason.,67.364917,55.271916,qdqc22p,2024-08-10T13:03:49.246119,2024-08-10T13:03:49.246119,,,,,True,False,,13,5,8,675
072cb11c-5d06-4857-a32c-5c4b03ec3e27,e27aaa5a-4c2b-44cf-b781-ca78cc85e43b,DEPT-008,SITE-007,Slip and Fall,Inadequate Training,observation,low,Resolved,success,Know employee network smile improve financial interest top score newspaper news open.,-3.570666,165.525072,3kbmd00,2024-10-14T13:03:49.246119,2024-10-14T13:03:49.246119,2024-10-15T06:03:49.246119,,2d3f8f9c-1d5c-4719-8e6e-98ff3bf66cc3,,False,False,There cost during change option center them your.,13,0,10,610
80beec87-be58-4a94-83e5-1124b28d7e69,b61ff06d-55c2-4b62-82dc-85cbe3ea05a3,DEPT-010,SITE-007,Equipment Failure,Equipment Malfunction,property_damage,high,Resolved,failed,Wait key table support change concern number learn play above power.,71.019905,156.475169,trjeg1t,2025-08-12T13:03:49.246119,2025-08-12T13:03:49.246119,2025-08-14T01:03:49.246119,,4c1d427b-1729-4698-8923-c58f06e00018,,True,False,Not important identify not serious nearly student difficult ok behind.,13,1,8,308
823685de-9f56-4757-a2bf-3fd39fe18f85,d69d3e12-7c35-415c-b490-d593bcb3a3ce,DEPT-001,SITE-010,Environmental,Equipment Malfunction,unsafe_act,low,Resolved,no,Add item third late pattern simple trade six compare chance either baby good step.,55.347918,-110.616636,sy6hme7,2025-08-02T13:03:49.246119,2025-08-02T13:03:49.246119,2025-08-04T05:03:49.246119,,1106e5cd-ce3b-49fc-917f-6e80b6b61205,,False,False,Record player reason baby analysis issue wrong.,13,5,8,318
7b17b6ce-35cb-4100-ad0c-1bee7c8346a2,43fc11e4-4df2-4d64-9624-ad5c03f7fcb7,DEPT-011,SITE-005,Electrical Hazard,Design Flaw,incident,high,Escalated,success,Stock decide happy challenge school identify budget economic of program school.,-15.207782,16.761752,dbm71qp,2025-04-28T13:03:49.246119,2025-04-28T13:03:49.246119,,2025-04-28T15:03:49.246119,,92176271-e8c3-4855-9451-213f1b4a38cb,True,False,,13,0,4,414
2c603b48-bcb2-4fe6-a958-654069e6110e,2a91c597-8e42-467f-aa3e-6bd663db568d,DEPT-016,SITE-008,Environmental,Inadequate Training,near_miss,low,Pending,failed,Mrs toward may economic believe question especially free raise.,70.369849,-137.865649,dsmd35q,2026-02-15T13:03:49.246119,2026-02-15T13:03:49.246119,,,,,True,False,,13,6,2,121
893f4182-f0b6-4e50-952f-3139f1d0ab0e,f0ef4908-a900-44f4-9737-ca1fd27f8467,DEPT-001,SITE-009,Security Breach,Environmental Factor,incident,high,Resolved,success,Artist stand beat very TV determine different chance teacher.,68.593794,-54.105811,ghdqz4v,2025-01-17T13:03:49.246119,2025-01-17T13:03:49.246119,2025-01-18T03:03:49.246119,,ed14f9a8-f469-40c7-804b-0ac6d0da416f,,True,False,Government trip would about red box than build try ahead.,13,4,1,515
b476b847-d0ca-4093-bfc2-476c2bd7ca95,c0909306-12c9-40d2-8515-1bf9fbd222db,DEPT-014,SITE-005,Equipment Failure,Equipment Malfunction,property_damage,medium,Resolved,no,Least head finish defense measure but listen into.,-26.308534,-94.909211,2rx1h7s,2025-06-15T13:03:49.246119,2025-06-15T13:03:49.246119,2025-06-17T20:03:49.246119,,2c07bdee-6e0b-4003-8fbf-f26ee4eba596,,False,False,Common particular southern successful everything another.,13,6,6,366
089ed9fe-a59f-4b81-a7e6-90618c41b833,43699c70-d75b-4bb9-b03f-7b07fe444d4d,DEPT-012,SITE-003,Fire Safety,Inadequate Training,near_miss,low,Resolved,no,Hair soon they likely offer father worry attack lot despite.,39.622537,115.647645,y54pq7b,2025-04-02T13:03:49.246119,2025-04-02T13:03:49.246119,2025-04-03T23:03:49.246119,,56ad0de1-a893-417c-98a3-25e0fcc6ecc9,,True,False,Weight improve check win break long town catch should get position art.,13,2,4,440
8b9dd9f9-c3b3-4875-8cd6-e0f2a29a6330,ffe4a249-c8fe-4881-a3ab-a2f26a43fc34,DEPT-010,SITE-008,Equipment Failure,Poor Housekeeping,observation,low,Resolved,no,Something job bed group scientist knowledge discuss central today up agreement fear ago clearly possible morning.,73.345972,162.842387,vv246xz,2025-09-15T13:03:49.246119,2025-09-15T13:03:49.246119,2025-09-16T08:03:49.246119,,4cf1dc13-d644-4ad2-9574-a49ca2710289,,True,False,Network style official miss nearly try care.,13,0,9,274
12b44b2f-885b-4c25-b1cf-2d17efd5a104,e33426f3-e259-450f-a74a-449d8a463b67,DEPT-013,SITE-004,Chemical Exposure,Equipment Malfunction,property_damage,high,Resolved,success,Agreement yeah west eight three rule life late million keep view.,24.220962,-26.991310,np556uj,2024-09-25T13:03:49.246119,2024-09-25T13:03:49.246119,2024-09-27T03:03:49.246119,,a38abfe4-9b37-4739-8b16-3632eff769c3,,False,False,Final high former quality attack national trade imagine make culture build.,13,2,9,629
966acc91-d1a6-48c8-9dbc-d5d975fa2bc2,4621905b-a312-430a-a5c8-ee32a5578d96,DEPT-003,SITE-010,Fire Safety,Fatigue,observation,medium,Resolved,no,But soon worry per series similar focus pick fall science.,-19.741222,2.393690,u8q6dzz,2026-04-03T13:03:49.246119,2026-04-03T13:03:49.246119,2026-04-04T21:03:49.246119,,0afed873-ddb6-42b6-8d64-06e4736ff59e,,False,False,Question result success guess decision animal.,13,4,4,74
9505e6e7-1948-4035-aa53-a1a8a81006c3,a80be7b6-bdb5-4b14-b338-be69b3d33e67,DEPT-010,SITE-001,Ergonomics,Design Flaw,property_damage,high,Resolved,success,Itself game either record staff stop I TV as.,48.261763,82.767698,hqdg9wu,2025-01-17T13:03:49.246119,2025-01-17T13:03:49.246119,2025-01-18T03:03:49.246119,,ec0b11c6-6d22-45e7-9fb9-fda93f53d7e6,,False,False,State learn clear difficult try never daughter.,13,4,1,515
